Cebpa EKLF EgrNab Fli1 FOG1 GATA1 GATA2 Gfi1 Pu1 SCL cJun 
56,7,true,true,false,false,true,true,true,true,false,false,false
57,7,true,false,false,true,true,true,true,true,false,false,false
58,7,true,false,false,false,true,true,false,true,false,false,false
60,8,true,true,false,false,true,true,false,true,false,false,false
61,8,true,false,false,true,true,true,false,true,false,false,false
73,5,true,true,false,false,false,true,true,true,false,false,true
74,5,true,false,false,true,false,true,true,true,false,false,true
75,5,true,false,false,false,true,true,true,true,false,false,true
76,5,true,false,false,false,false,true,true,true,false,true,true
78,6,true,true,false,false,false,true,true,true,false,true,true
79,6,true,false,false,true,false,true,true,true,false,true,true
80,6,true,false,false,false,true,true,true,true,false,true,true
82,7,false,false,false,false,true,true,true,true,false,true,true
83,7,true,true,false,false,true,true,true,true,false,true,true
84,7,true,false,false,true,true,true,true,true,false,true,true
85,7,true,false,false,false,true,true,false,true,false,true,true
87,8,false,false,false,false,true,true,false,true,false,true,true
88,8,true,true,false,false,true,true,false,true,false,true,true
89,8,true,false,false,true,true,true,false,true,false,true,true
91,9,false,false,false,true,true,true,false,true,false,true,true
93,10,false,false,false,true,true,true,false,false,false,true,true
96,9,false,true,false,false,true,true,false,true,false,true,true
98,10,false,true,false,false,true,true,false,false,false,true,true
103,9,false,false,false,false,true,true,false,false,false,true,true
108,8,false,false,false,true,true,true,true,true,false,true,true
112,9,false,false,false,true,true,true,true,false,false,true,true
116,8,false,true,false,false,true,true,true,true,false,true,true
120,9,false,true,false,false,true,true,true,false,false,true,true
127,8,false,false,false,false,true,true,true,false,false,true,true
137,6,true,true,false,false,true,true,true,true,false,false,true
138,6,true,false,false,true,true,true,true,true,false,false,true
139,6,true,false,false,false,true,true,false,true,false,false,true
142,7,true,true,false,false,true,true,false,true,false,false,true
143,7,true,false,false,true,true,true,false,true,false,false,true
162,4,true,true,false,false,false,true,true,false,false,false,true
163,4,true,false,false,true,false,true,true,false,false,false,true
164,4,true,false,false,false,true,true,true,false,false,false,true
166,4,true,false,false,false,false,true,true,false,false,true,true
167,4,true,false,false,false,false,true,true,false,false,false,false
168,5,true,true,false,false,false,true,true,false,false,false,false
169,5,true,false,false,true,false,true,true,false,false,false,false
170,5,true,false,false,false,true,true,true,false,false,false,false
172,5,true,false,false,false,false,true,true,false,false,true,false
173,6,true,true,false,false,false,true,true,false,false,true,false
174,6,true,false,false,true,false,true,true,false,false,true,false
175,6,true,false,false,false,true,true,true,false,false,true,false
178,7,true,true,false,false,true,true,true,false,false,true,false
179,7,true,false,false,true,true,true,true,false,false,true,false
180,7,true,false,false,false,true,true,false,false,false,true,false
183,8,true,true,false,false,true,true,false,false,false,true,false
184,8,true,false,false,true,true,true,false,false,false,true,false
200,6,true,true,false,false,true,true,true,false,false,false,false
201,6,true,false,false,true,true,true,true,false,false,false,false
202,6,true,false,false,false,true,true,false,false,false,false,false
205,7,true,true,false,false,true,true,false,false,false,false,false
206,7,true,false,false,true,true,true,false,false,false,false,false
225,5,true,true,false,false,false,true,true,false,false,true,true
226,5,true,false,false,true,false,true,true,false,false,true,true
227,5,true,false,false,false,true,true,true,false,false,true,true
231,6,true,true,false,false,true,true,true,false,false,true,true
232,6,true,false,false,true,true,true,true,false,false,true,true
233,6,true,false,false,false,true,true,false,false,false,true,true
237,7,true,true,false,false,true,true,false,false,false,true,true
238,7,true,false,false,true,true,true,false,false,false,true,true
261,5,true,true,false,false,true,true,true,false,false,false,true
262,5,true,false,false,true,true,true,true,false,false,false,true
263,5,true,false,false,false,true,true,false,false,false,false,true
267,6,true,true,false,false,true,true,false,false,false,false,true
268,6,true,false,false,true,true,true,false,false,false,false,true
294,3,true,false,false,false,false,false,false,true,true,false,true
297,4,true,false,false,false,false,false,false,true,true,false,false
298,3,true,false,true,false,false,false,false,false,true,false,true
301,3,true,false,true,false,false,false,true,false,false,false,true
303,4,true,false,true,false,false,true,true,false,false,false,true
304,4,true,false,true,false,false,false,true,false,false,false,false
306,5,true,false,true,false,false,true,true,false,false,false,false
307,6,true,true,true,false,false,true,true,false,false,false,false
309,6,true,false,true,true,false,true,true,false,false,false,false
310,6,true,false,true,false,true,true,true,false,false,false,false
311,6,true,false,true,false,false,true,true,false,false,true,false
312,7,true,true,true,false,false,true,true,false,false,true,false
314,7,true,false,true,true,false,true,true,false,false,true,false
315,7,true,false,true,false,true,true,true,false,false,true,false
316,8,false,false,true,false,true,true,true,false,false,true,false
317,8,true,true,true,false,true,true,true,false,false,true,false
319,8,true,false,true,true,true,true,true,false,false,true,false
320,8,true,false,true,false,true,true,false,false,false,true,false
321,9,false,false,true,false,true,true,false,false,false,true,false
322,9,true,true,true,false,true,true,false,false,false,true,false
324,9,true,false,true,true,true,true,false,false,false,true,false
325,10,false,false,true,true,true,true,false,false,false,true,false
328,10,false,true,true,false,true,true,false,false,false,true,false
334,9,false,false,true,true,true,true,true,false,false,true,false
339,9,false,true,true,false,true,true,true,false,false,true,false
352,7,true,true,true,false,true,true,true,false,false,false,false
354,7,true,false,true,true,true,true,true,false,false,false,false
355,7,true,false,true,false,true,true,false,false,false,false,false
357,8,true,true,true,false,true,true,false,false,false,false,false
359,8,true,false,true,true,true,true,false,false,false,false,false
377,5,true,true,true,false,false,true,true,false,false,false,true
379,5,true,false,true,true,false,true,true,false,false,false,true
380,5,true,false,true,false,true,true,true,false,false,false,true
381,5,true,false,true,false,false,true,true,false,false,true,true
383,6,true,true,true,false,false,true,true,false,false,true,true
385,6,true,false,true,true,false,true,true,false,false,true,true
386,6,true,false,true,false,true,true,true,false,false,true,true
388,7,false,false,true,false,true,true,true,false,false,true,true
389,7,true,true,true,false,true,true,true,false,false,true,true
391,7,true,false,true,true,true,true,true,false,false,true,true
392,7,true,false,true,false,true,true,false,false,false,true,true
394,8,false,false,true,false,true,true,false,false,false,true,true
395,8,true,true,true,false,true,true,false,false,false,true,true
397,8,true,false,true,true,true,true,false,false,false,true,true
399,9,false,false,true,true,true,true,false,false,false,true,true
404,9,false,true,true,false,true,true,false,false,false,true,true
413,8,false,false,true,true,true,true,true,false,false,true,true
420,8,false,true,true,false,true,true,true,false,false,true,true
438,6,true,true,true,false,true,true,true,false,false,false,true
440,6,true,false,true,true,true,true,true,false,false,false,true
441,6,true,false,true,false,true,true,false,false,false,false,true
444,7,true,true,true,false,true,true,false,false,false,false,true
446,7,true,false,true,true,true,true,false,false,false,false,true
